HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,GroupNum,FirstName,LastName,Deck,Num,Split
Earth,False,TRAPPIST-1e,25.0,False,0.0,3.0,23.0,693.0,0.0,False,4759,01,heila,davens,F,897,S
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,4762,01,wealke,opie,F,968,P
Mars,False,TRAPPIST-1e,29.0,False,298.0,0.0,888.0,5.0,0.0,True,4763,01,spikes,dutty,F,969,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,669.0,121.0,0.0,56.0,True,4764,01,faithy,bookerson,E,308,S
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,4769,01,dawne,moodman,G,776,S
Earth,False,55 Cancri e,22.0,False,0.0,509.0,2.0,8.0,74.0,True,4770,01,elany,stantiagord,F,900,S
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,4770,02,joyn,stantiagord,F,900,S
Earth,False,55 Cancri e,22.0,False,256.0,0.0,0.0,0.0,373.0,False,4772,01,coley,shephendry,F,971,P
Earth,False,,52.0,False,935.0,779.0,0.0,0.0,0.0,True,4773,01,therta,sancasey,G,777,S
Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4774,01,siese,perty,F,972,P
Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,4774,02,gers,creke,F,972,P
Mars,False,TRAPPIST-1e,34.0,False,2130.0,0.0,1.0,1.0,0.0,False,4774,03,wins,perty,F,972,P
Mars,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,4774,04,gicks,perty,F,972,P
Earth,False,TRAPPIST-1e,22.0,False,123.0,1.0,660.0,0.0,0.0,True,4775,01,willy,fultz,G,778,S
Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,4777,01,chary,munozaley,G,779,S
Europa,False,TRAPPIST-1e,31.0,False,588.0,1261.0,0.0,228.0,6.0,False,4778,01,furus,skenginne,A,58,S
Mars,False,TRAPPIST-1e,20.0,False,845.0,0.0,46.0,123.0,0.0,False,4780,01,hont,teake,E,309,S
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,4780,02,ranutz,teake,E,309,S
Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,4782,01,sabiton,maxled,,,
Europa,False,TRAPPIST-1e,53.0,False,50.0,11552.0,0.0,2998.0,4334.0,False,4782,02,errak,maxled,C,189,S
Europa,False,55 Cancri e,32.0,False,0.0,225.0,0.0,3873.0,240.0,False,4782,03,algenif,maxled,C,189,S
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,4782,04,hadirk,slable,C,189,S
Europa,False,55 Cancri e,48.0,False,0.0,342.0,929.0,10887.0,0.0,False,4782,05,alrairk,maxled,C,189,S
Europa,False,TRAPPIST-1e,37.0,False,223.0,9495.0,0.0,1318.0,1866.0,True,4783,01,hamelik,wheededly,A,43,P
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,4784,01,bon,pert,F,903,S
Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,4785,01,,,B,159,P
Europa,True,TRAPPIST-1e,46.0,True,0.0,0.0,0.0,0.0,0.0,True,4786,01,enibah,dratembid,B,160,P
Earth,False,TRAPPIST-1e,19.0,False,2.0,0.0,,9.0,754.0,False,4787,01,milyla,lancock,G,780,S
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,778.0,0.0,False,4788,01,bobara,swanardy,F,904,S
Europa,False,,54.0,True,0.0,2853.0,0.0,0.0,1666.0,False,4790,01,alarkab,mirinanty,B,189,S
Earth,False,TRAPPIST-1e,43.0,False,63.0,1339.0,9.0,253.0,42.0,True,4791,01,louisy,morrodgers,G,781,S
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,4792,01,stace,drakeekss,G,782,S
Europa,False,55 Cancri e,36.0,False,13.0,1480.0,1.0,1439.0,1955.0,False,4793,01,enifark,brailidy,E,310,S
Europa,False,TRAPPIST-1e,20.0,False,0.0,1131.0,3783.0,161.0,0.0,True,4793,02,chargin,brailidy,E,310,S
Earth,False,TRAPPIST-1e,63.0,False,0.0,104.0,0.0,599.0,0.0,False,4794,01,dia,hortis,F,974,P
Earth,False,TRAPPIST-1e,50.0,False,138.0,706.0,0.0,18.0,40.0,True,4795,01,ton,simstravery,F,905,S
Mars,False,TRAPPIST-1e,13.0,False,21.0,0.0,1564.0,0.0,1.0,True,4796,01,fis,cre,,,
Mars,True,,43.0,False,0.0,0.0,0.0,0.0,0.0,True,4796,02,stmeal,cre,E,311,S
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,True,4797,01,aude,hendrewsons,G,783,S
Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,4798,01,lus,terry,F,975,P
Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4798,02,muld,terry,F,975,P
Mars,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,4798,03,komos,terry,F,975,P
Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,False,4801,01,vana,brooke,G,773,P
Earth,False,TRAPPIST-1e,55.0,False,1028.0,18.0,0.0,0.0,0.0,False,4803,01,evaned,foxter,F,977,P
Earth,False,TRAPPIST-1e,18.0,False,211.0,594.0,2.0,493.0,62.0,True,4804,01,dorene,thorney,F,906,S
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,,0.0,0.0,True,4804,02,hanne,thorney,G,785,S
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,4804,03,veroy,peckers,G,785,S
Earth,False,TRAPPIST-1e,44.0,False,22.0,1.0,0.0,864.0,0.0,False,4807,01,elinda,miley,G,776,P
Mars,False,TRAPPIST-1e,27.0,False,665.0,631.0,1.0,,0.0,False,4808,01,chreet,flart,E,299,P
Earth,False,PSO J318.5-22,20.0,False,30.0,4.0,0.0,321.0,451.0,False,4810,01,lulard,blacks,,,
Europa,False,55 Cancri e,49.0,False,0.0,7762.0,2.0,0.0,98.0,True,4813,01,ruchbia,exhaftearm,C,190,S
Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,4814,01,walla,lunapperts,G,788,S
Earth,False,55 Cancri e,21.0,False,564.0,9.0,0.0,0.0,30.0,True,4815,01,amandy,hultz,F,907,S
Mars,False,TRAPPIST-1e,26.0,False,17.0,0.0,746.0,394.0,0.0,False,4817,01,honda,emone,F,979,P
Mars,False,TRAPPIST-1e,65.0,False,588.0,196.0,272.0,0.0,0.0,True,4818,01,jele,reake,D,150,S
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,4819,01,poot,cooki,F,980,P
Mars,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4822,01,aps,hotte,F,981,P
Mars,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,4822,02,tive,hotte,F,981,P
4822,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,4822,03,miten,hotte,F,981,P
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4822,04,,,F,981,P
Earth,False,TRAPPIST-1e,21.0,False,526.0,0.0,,258.0,0.0,False,4823,01,adrie,thonyderson,G,777,P
Earth,True,PSO J318.5-22,30.0,,0.0,0.0,0.0,0.0,0.0,True,4827,01,wandy,deckerson,G,789,S
Earth,False,55 Cancri e,14.0,False,363.0,44.0,0.0,0.0,512.0,True,4828,01,,,G,778,P
Mars,False,TRAPPIST-1e,45.0,False,944.0,292.0,2.0,,0.0,False,4829,01,ale,shpie,F,982,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,19.0,785.0,False,4830,01,ginald,kirks,F,983,P
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,4831,01,weros,pelie,F,984,P
Earth,False,,37.0,False,542.0,440.0,1.0,0.0,0.0,False,4832,01,erman,estron,E,301,P
Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,4836,01,galowl,sidne,,,
Mars,False,TRAPPIST-1e,29.0,True,20.0,,1902.0,0.0,3.0,True,4836,02,quid,sidne,F,911,S
Earth,False,TRAPPIST-1e,21.0,,0.0,198.0,559.0,19.0,44.0,True,4837,01,jorgie,jarvey,F,912,S
Earth,False,TRAPPIST-1e,52.0,False,1.0,13.0,3.0,0.0,700.0,False,4838,01,andine,mcphernard,F,913,S
4840,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,4840,01,,,F,915,S
Europa,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,4841,01,mahamak,prefule,B,192,S
Europa,False,TRAPPIST-1e,21.0,False,12.0,1855.0,0.0,1381.0,358.0,False,4841,02,plas,prefule,B,192,S
Europa,False,TRAPPIST-1e,25.0,False,21.0,2148.0,0.0,1966.0,12708.0,False,4841,03,cellus,prefule,B,192,S
Mars,False,TRAPPIST-1e,23.0,False,2260.0,0.0,152.0,106.0,60.0,False,4842,01,panzel,meate,D,152,S
Europa,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,4845,01,furudra,whealeed,E,302,P
Earth,False,TRAPPIST-1e,38.0,False,161.0,3.0,0.0,624.0,0.0,False,4846,01,sonnie,canields,E,314,S
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4846,02,isa,canields,G,791,S
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,699.0,18.0,86.0,True,4847,01,blancy,domington,F,917,S
Earth,False,TRAPPIST-1e,30.0,False,148.0,0.0,0.0,619.0,34.0,True,4848,01,nathy,griffince,F,986,P
Earth,False,TRAPPIST-1e,23.0,False,14.0,0.0,437.0,103.0,333.0,True,4850,01,tyrony,shieldson,G,792,S
Earth,False,TRAPPIST-1e,55.0,False,330.0,114.0,0.0,2.0,0.0,True,4850,02,billya,shieldson,G,792,S
Earth,False,PSO J318.5-22,44.0,,0.0,463.0,1.0,172.0,0.0,True,4851,01,guadae,gamberson,F,918,S
Europa,False,TRAPPIST-1e,30.0,False,4531.0,212.0,10.0,157.0,12.0,False,4853,01,gimpus,inkcablel,C,153,P
Earth,False,TRAPPIST-1e,39.0,False,12.0,8.0,0.0,4.0,753.0,True,4856,01,geneen,sullones,F,920,S
Earth,False,55 Cancri e,19.0,False,423.0,,0.0,0.0,0.0,False,4857,01,elanda,bushins,G,782,P
Earth,False,TRAPPIST-1e,24.0,False,0.0,871.0,17.0,0.0,0.0,False,4862,01,jone,cruzaley,G,783,P
Europa,,TRAPPIST-1e,37.0,False,1721.0,667.0,,28.0,1362.0,False,4863,01,phacton,unsible,T,2,S
Earth,False,55 Cancri e,24.0,False,0.0,0.0,0.0,734.0,21.0,False,4864,01,,,G,784,P
Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,1875.0,142.0,2.0,True,4866,01,lewise,hoodgers,F,922,S
Earth,False,TRAPPIST-1e,17.0,False,0.0,775.0,0.0,13.0,0.0,True,4868,01,rona,rocholton,E,304,P
Earth,False,55 Cancri e,14.0,False,8.0,0.0,,0.0,176.0,False,4870,01,ambert,weaves,G,785,P
Earth,False,PSO J318.5-22,13.0,False,0.0,611.0,0.0,0.0,0.0,False,4871,01,anniey,mccarry,F,990,P
Europa,False,55 Cancri e,35.0,False,0.0,1135.0,0.0,0.0,3880.0,True,4873,01,misa,excialing,C,191,S
Mars,False,TRAPPIST-1e,32.0,False,654.0,0.0,655.0,0.0,0.0,True,4874,01,gech,cusa,F,925,S
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,4874,02,cruses,cusa,F,925,S
Earth,False,TRAPPIST-1e,21.0,False,529.0,8.0,89.0,21.0,0.0,True,4875,01,willey,morrows,F,926,S
Mars,False,TRAPPIST-1e,25.0,False,750.0,0.0,109.0,368.0,0.0,False,4876,01,teda,ane,F,927,S
Mars,False,TRAPPIST-1e,36.0,False,108.0,0.0,941.0,861.0,0.0,False,4878,01,cine,gene,F,929,S
Earth,False,TRAPPIST-1e,20.0,False,362.0,0.0,31.0,12.0,483.0,False,4879,01,emilla,hebernandry,G,786,P
Earth,False,55 Cancri e,22.0,False,126.0,3.0,0.0,1305.0,0.0,False,4880,01,yvonna,alberts,G,787,P
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,4881,01,clech,snoaf,E,315,S
Europa,False,TRAPPIST-1e,,False,9.0,2031.0,0.0,20.0,1837.0,False,4882,01,tabdhib,switmorary,B,193,S
4883,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,4883,01,darley,carrishley,G,788,P
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,4884,01,tors,buncy,E,316,S
Mars,False,TRAPPIST-1e,21.0,False,74.0,0.0,713.0,0.0,502.0,True,4885,01,jagles,bre,F,930,S
Earth,False,TRAPPIST-1e,18.0,False,,0.0,1770.0,1284.0,8.0,False,4886,01,carita,simonsents,F,931,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,254.0,868.0,405.0,0.0,True,4887,01,debora,thomason,F,991,P
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,4888,01,mark,tairbatic,C,192,S
Earth,False,PSO J318.5-22,57.0,False,274.0,8.0,0.0,19.0,466.0,False,4889,01,thewis,mullericer,G,794,S
Earth,False,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,4890,01,rone,browlerson,G,795,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,874.0,,0.0,True,4890,02,cline,browlerson,F,932,S
Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,4891,01,cella,ambleetive,B,194,S
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,4891,02,weion,heeroling,B,194,S
Earth,False,TRAPPIST-1e,52.0,False,44.0,,0.0,42.0,1731.0,False,4892,01,branda,colomonson,G,796,S
Earth,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,4893,01,joya,singlents,G,797,S
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,4895,01,eriana,mcleaney,G,789,P
Earth,False,TRAPPIST-1e,40.0,False,176.0,932.0,0.0,0.0,,False,4896,01,vana,jimes,F,992,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,31.0,2121.0,0.0,False,4897,01,trice,weavesend,F,993,P
Earth,False,TRAPPIST-1e,28.0,False,647.0,1.0,32.0,71.0,140.0,True,4898,01,lorian,bertsontry,F,933,S
Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,4899,01,elicia,leonzaley,G,799,S
Earth,False,PSO J318.5-22,32.0,False,8.0,690.0,3.0,5.0,0.0,True,4899,02,adamie,leonzaley,G,799,S
Earth,False,PSO J318.5-22,35.0,False,0.0,0.0,2.0,672.0,10.0,False,4900,01,idace,gaington,F,994,P
Earth,False,TRAPPIST-1e,52.0,False,0.0,837.0,1.0,2.0,8.0,False,4901,01,nichad,baldson,G,790,P
Earth,False,TRAPPIST-1e,34.0,False,695.0,25.0,276.0,0.0,0.0,False,4901,02,benny,baldson,E,305,P
Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,False,4902,01,dennie,whiters,G,791,P
Earth,False,55 Cancri e,23.0,False,62.0,0.0,0.0,1.0,2203.0,False,4903,01,arla,moodman,F,995,P
Earth,False,TRAPPIST-1e,44.0,False,2.0,0.0,0.0,788.0,0.0,False,4904,01,tamin,willynnedy,E,317,S
Earth,False,55 Cancri e,59.0,False,460.0,139.0,0.0,1.0,0.0,False,4909,01,evane,franey,F,997,P
Europa,False,TRAPPIST-1e,42.0,False,0.0,1330.0,0.0,2711.0,691.0,False,4910,01,tetraix,dratembid,E,306,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,702.0,0.0,False,4911,01,adriet,hughriend,F,998,P
Mars,False,TRAPPIST-1e,29.0,False,3284.0,84.0,0.0,0.0,2.0,False,4912,01,basps,bane,D,160,P
Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,4912,02,bats,bane,F,999,P
Mars,False,TRAPPIST-1e,19.0,False,1301.0,0.0,31.0,1.0,0.0,True,4913,01,cine,terry,F,1000,P
Earth,True,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,False,4915,01,mon,lamberguson,G,793,P
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,4916,01,unch,mity,F,1001,P
Europa,False,55 Cancri e,36.0,True,1.0,10029.0,1.0,1679.0,27.0,True,4917,01,brab,neceriont,B,195,S
Earth,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,4918,01,andyn,ryanga,G,794,P
Earth,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,4920,01,chary,booneid,G,802,S
Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,4923,01,graw,sturt,F,935,S
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,4923,02,yalmon,sturt,F,935,S
Mars,False,TRAPPIST-1e,24.0,False,261.0,0.0,780.0,0.0,0.0,True,4923,03,nilly,sturt,F,935,S
Mars,False,55 Cancri e,31.0,False,725.0,0.0,747.0,0.0,0.0,False,4924,01,scers,shake,F,1002,P
Mars,False,TRAPPIST-1e,23.0,False,197.0,76.0,5635.0,7.0,0.0,True,4925,01,dynx,sfin,F,936,S
Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,4927,01,les,brele,F,937,S
Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,4927,02,naish,brele,F,937,S
Mars,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,4927,03,naffsh,brele,F,937,S
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4927,04,toat,brele,F,937,S
Mars,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,4929,01,guink,reake,F,1004,P
Europa,True,,47.0,False,0.0,0.0,0.0,0.0,0.0,True,4930,01,alar,alenter,B,161,P
Europa,False,TRAPPIST-1e,51.0,False,0.0,3571.0,106.0,0.0,0.0,True,4930,02,achium,alenter,B,161,P
Mars,,TRAPPIST-1e,22.0,False,223.0,0.0,630.0,14.0,0.0,True,4932,01,yots,fisty,D,161,P
Mars,True,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,4932,02,cird,fisty,F,1005,P
Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,4933,01,puffal,gin,F,938,S
4933,False,TRAPPIST-1e,16.0,False,2083.0,0.0,10.0,0.0,0.0,False,4933,02,mites,sacre,F,938,S
Mars,False,TRAPPIST-1e,24.0,False,623.0,0.0,501.0,304.0,776.0,False,4933,03,trion,chité,F,938,S
Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,4933,04,clakey,gin,F,938,S
Earth,False,TRAPPIST-1e,31.0,False,210.0,20.0,0.0,1027.0,199.0,False,4934,01,raulia,hammonton,F,1006,P
Earth,False,TRAPPIST-1e,34.0,False,1242.0,444.0,0.0,22.0,0.0,False,4937,01,besse,simonddler,G,803,S
Earth,False,55 Cancri e,20.0,False,0.0,0.0,847.0,0.0,0.0,True,4938,01,lynnee,traverdy,G,804,S
Earth,False,TRAPPIST-1e,19.0,False,0.0,2077.0,0.0,0.0,0.0,True,4939,01,lonnis,bryangton,F,1007,P
Earth,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,True,4940,01,dony,vantonson,G,805,S
Mars,False,TRAPPIST-1e,35.0,False,988.0,0.0,830.0,2.0,0.0,False,4941,01,waffes,buche,F,1008,P
Earth,True,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,True,4942,01,lis,reenon,G,806,S
Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,4942,02,coreee,reenon,G,806,S
Mars,True,TRAPPIST-1e,20.0,,0.0,0.0,0.0,0.0,0.0,True,4943,01,packs,curie,F,1009,P
Europa,False,55 Cancri e,,False,269.0,2171.0,2.0,2.0,0.0,True,4944,01,hadirah,ainserfle,A,60,S
Europa,False,55 Cancri e,58.0,False,0.0,3448.0,0.0,737.0,2193.0,False,4944,02,sular,ainserfle,A,60,S
Europa,False,TRAPPIST-1e,56.0,False,153.0,1750.0,0.0,334.0,1539.0,False,4944,03,luxonon,ainserfle,A,60,S
Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,4945,01,eline,bartins,G,798,P
Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,4946,01,helley,kiddley,G,799,P
Earth,True,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,0.0,False,4950,01,eulahy,wheelez,G,800,P
Mars,False,TRAPPIST-1e,43.0,False,11.0,0.0,1297.0,38.0,0.0,True,4951,01,peefox,ruica,F,1010,P
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,4952,01,neysma,rekle,F,939,S
Earth,False,TRAPPIST-1e,24.0,False,3.0,1018.0,687.0,50.0,,True,4954,01,joanny,roses,G,808,S
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,4956,01,walla,mcphernard,G,809,S
Earth,False,TRAPPIST-1e,32.0,False,0.0,235.0,0.0,474.0,0.0,False,4958,01,ivanna,flemaney,G,810,S
Mars,False,TRAPPIST-1e,32.0,False,1016.0,0.0,307.0,5.0,,True,4961,01,ane,read,F,942,S
Earth,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True,4963,01,carold,woodwardy,G,811,S
Mars,False,TRAPPIST-1e,64.0,False,2147.0,0.0,191.0,59.0,0.0,False,4964,01,hone,barne,D,154,S
Earth,,TRAPPIST-1e,21.0,False,457.0,79.0,1134.0,0.0,0.0,False,4965,01,calvia,corman,E,308,P
Earth,False,PSO J318.5-22,26.0,False,0.0,9.0,0.0,0.0,1376.0,False,4970,01,andary,wilderssen,F,943,S
Europa,False,55 Cancri e,35.0,False,87.0,1719.0,2750.0,0.0,79.0,True,4972,01,beneba,blentrary,B,162,P
Earth,False,TRAPPIST-1e,43.0,False,957.0,0.0,1.0,0.0,39.0,False,4973,01,paulie,stephendsey,E,309,P
Earth,True,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,4973,02,brence,stephendsey,G,803,P
Europa,False,TRAPPIST-1e,56.0,False,0.0,10.0,0.0,9319.0,1225.0,False,4974,01,thabih,vendeck,A,44,P
Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,4974,02,lesat,vendeck,,,
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,4975,01,olgary,wartyson,G,813,S
Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,4975,02,gerly,wartyson,G,813,S
Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,True,4975,03,celis,wartyson,G,813,S
Earth,False,TRAPPIST-1e,46.0,False,0.0,4.0,834.0,0.0,32.0,True,4977,01,kylen,merce,F,945,S
Earth,False,TRAPPIST-1e,32.0,False,2756.0,125.0,9.0,0.0,103.0,False,4977,02,nicey,merce,F,945,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,358.0,287.0,0.0,,False,4978,01,floyde,hortis,F,1015,P
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,False,4979,01,arllia,mckinn,G,804,P
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,882.0,0.0,False,4980,01,lelah,potterry,G,805,P
Earth,False,,12.0,False,0.0,0.0,0.0,0.0,0.0,False,4980,02,sanney,potterry,G,805,P
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,4980,03,,,G,805,P
Earth,,TRAPPIST-1e,16.0,False,0.0,769.0,0.0,0.0,7.0,True,4981,01,davis,brenney,F,946,S
Earth,,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,4981,02,millia,connon,G,814,S
Earth,False,TRAPPIST-1e,24.0,False,530.0,0.0,0.0,0.0,179.0,False,4981,03,brank,brenney,G,814,S
Earth,False,TRAPPIST-1e,22.0,False,61.0,0.0,214.0,445.0,,True,4983,01,mabley,mcbriguez,F,1016,P
Earth,False,TRAPPIST-1e,21.0,False,36.0,162.0,0.0,588.0,0.0,True,4987,01,fayene,popelacruz,G,816,S
Earth,False,TRAPPIST-1e,38.0,False,0.0,1.0,0.0,786.0,0.0,False,4989,01,inette,johnshines,E,310,P
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False,4990,01,nasliak,listive,B,164,P
Earth,False,TRAPPIST-1e,79.0,False,610.0,,0.0,200.0,5.0,False,4991,01,rickie,pentss,G,806,P
Earth,False,PSO J318.5-22,22.0,False,479.0,34.0,0.0,29.0,4.0,False,4992,01,dandra,sextones,F,1018,P
Earth,False,55 Cancri e,42.0,False,642.0,282.0,0.0,0.0,0.0,True,4995,01,timmy,cardners,G,807,P
Mars,True,,34.0,False,0.0,0.0,0.0,0.0,0.0,True,4996,01,scera,mitte,F,949,S
Europa,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,4997,01,diphah,disgul,C,156,P
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,4998,01,lison,willy,G,818,S
Earth,False,TRAPPIST-1e,30.0,False,1120.0,0.0,0.0,0.0,794.0,False,4999,01,chelly,mckins,F,950,S
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,5000,01,courta,barrison,G,808,P
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,5003,01,dessie,bulliamoses,G,809,P
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5004,01,mediah,gloyanthy,B,165,P
Earth,False,TRAPPIST-1e,46.0,False,819.0,31.0,0.0,49.0,2.0,False,5005,01,rayley,daughtson,F,1019,P
Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5006,01,kochard,stingive,B,166,P
Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,5006,02,alyat,stingive,B,166,P
Europa,False,TRAPPIST-1e,20.0,False,0.0,219.0,0.0,5.0,3283.0,False,5006,03,alark,stingive,B,166,P
Mars,False,TRAPPIST-1e,35.0,False,1337.0,49.0,57.0,0.0,0.0,False,5007,01,gramus,watie,F,951,S
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5008,01,apies,prity,F,952,S
